"","zip","fire1","fire2","brush_fire","water_weather","water_nonweather","wind","hail","lightning","theft","liability","hurricane","other"
"78","10169",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"79","10170",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"80","10171",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"81","10172",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"82","10173",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"83","10174",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"84","10175",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"85","10176",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"86","10177",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"87","10178",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"88","10199",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"89","10270",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"90","10271",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"91","10278",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"92","10279",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"93","10280",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"94","10281",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"95","10282",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"96","10301",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"97","10302",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"98","10303",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"99","10304",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"100","10305",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"101","10306",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"102","10307",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"103","10308",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"104","10309",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"105","10310",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"106","10311",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"107","10312",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"108","10314",1.0958,1.0958,1,0.9781,0.892,1.4494,1.3524,0.4821,0.6722,1.5827,4.7096,0.394
"109","10451",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"110","10452",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"111","10453",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"112","10454",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"113","10455",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"114","10456",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"115","10457",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"116","10458",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"117","10459",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"118","10460",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"119","10461",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"120","10462",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"121","10463",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"122","10464",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"123","10465",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"124","10466",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"125","10467",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"126","10468",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"127","10469",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"128","10470",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"129","10471",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"130","10472",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"131","10473",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"132","10474",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"133","10475",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"134","10501",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"135","10502",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"136","10504",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"137","10505",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"138","10506",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"139","10507",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"140","10509",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"141","10510",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"142","10511",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"143","10512",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.6613,0,0.9276
"144","10514",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"145","10516",0.8662,0.8662,1,0.8187,1.0898,0.8722,0.891,1.8786,0.5762,0.6613,0,0.9276
"146","10517",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"147","10518",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"148","10519",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"149","10520",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"150","10522",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"151","10523",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"152","10524",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"153","10526",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"154","10527",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"155","10528",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"156","10530",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"157","10532",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"158","10533",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"159","10535",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"160","10536",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"161","10537",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"162","10538",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"163","10541",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"164","10543",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"165","10546",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"166","10547",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"167","10548",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"168","10549",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"169","10550",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"170","10552",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"171","10553",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"172","10560",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"173","10562",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"174","10566",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"175","10567",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"176","10570",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"177","10573",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"178","10576",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"179","10577",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"180","10578",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"181","10579",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"182","10580",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"183","10583",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"184","10587",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"185","10588",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"186","10589",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"187","10590",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"188","10591",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"189","10594",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"190","10595",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"191","10596",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"192","10597",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"193","10598",1.1696,1.1696,1,0.9128,0.79,0.9019,0.8742,0.9771,0.6395,1.3928,0,0.688
"194","10601",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"195","10603",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"196","10604",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"197","10605",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"198","10606",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"199","10607",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"200","10701",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"201","10702",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"202","10703",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"203","10704",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"204","10705",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"205","10706",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"206","10707",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"207","10708",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"208","10709",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"209","10710",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"210","10801",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"211","10803",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"212","10804",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"213","10805",1.1696,1.1696,1,0.9128,0.79,1.1312,0.8742,0.9771,0.6395,1.3928,4.4198,0.688
"214","10901",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"215","10911",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"216","10913",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"217","10914",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"218","10916",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"219","10917",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"220","10918",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"221","10919",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"222","10920",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"223","10921",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"224","10922",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"225","10923",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"226","10924",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"227","10925",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"228","10926",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
